movie,scene_number,scene_name,type,character,text
Life of Brian,19,Brian Denies Messianic Attributes,dialogue,BRIAN,Judith?
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,direction,NULL,cock-a-doodle-doo
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,FOLLOWERS,Look! There He is! The Chosen One has woken!
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,direction,NULL,slam
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,direction,NULL,bam bam bam bam
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,MANDY,Brian!
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,direction,NULL,bam bam bam bam bam
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,BRIAN,Huuh. Hooh. Ooh! Mother. Ooh. Ha--
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,MANDY,Brian!
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,BRIAN,"Hang on, mother! Shhh."
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,direction,NULL,clllunk
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,MANDY,"Don't you 'hello mother' me. What are all those people
        doing out there?!"
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,BRIAN,"Oh. Well-- well, I, uh--"
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,MANDY,"Come on! What have you been up to, my lad?!"
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,BRIAN,"Well, uh, I think they must have popped by for
        something."
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,MANDY,"'Popped by'?! 'Swarmed by', more like! There's a
        multitude out there!"
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,BRIAN,"Mm, they-- they started following me yesterday."
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,MANDY,"Well, they can stop following you right now. Now, stop
        following my son! You ought to be ashamed of yourselves."
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,FOLLOWERS,The Messiah! The Messiah! Show us the Messiah!
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,MANDY,The who?
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,FOLLOWERS,The Messiah!
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,MANDY,"Huh, there's no Messiah in here. There's a mess, all
        right, but no Messiah. Now, go away!"
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,FOLLOWERS,Brian! Brian!
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,MANDY,"Right, my lad. What have you been up to?"
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,BRIAN,"Nothing, Mum. Um--"
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,MANDY,Come on. Out with it.
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,BRIAN,"Well, they think I'm the Messiah, Mum."
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,direction,NULL,smack
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,MANDY,"Now, what have you been telling them?"
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,BRIAN,Nothing! I only--
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,MANDY,You're only making it worse for yourself.
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,BRIAN,Look! I can explain! I--
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,direction,NULL,smack
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,JUDITH,"No! Let me explain, Mrs. Cohen!"
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,MANDY,Who--
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,JUDITH,"Your son is a born leader. Those people out there are
        following him because they believe in him, Mrs. Cohen. They believe he
        can give them hope-- hope of a new life, a new world, a better future!"
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,MANDY,Who's that?!
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,BRIAN,"Oh! That's... Judith, Mum. Judith. Mother. Hmm."
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,direction,NULL,smack
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,FOLLOWERS,The Messiah! The Messiah!
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,MANDY,Ooooh.
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,FOLLOWERS,"Show us the Messiah! The Messiah! The Messiah! Show
        us the Messiah!"
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,MANDY,"Now, you listen here! He's not the Messiah. He's a very
        naughty boy! Now, go away!"
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,FOLLOWERS,Who are you?!
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,MANDY,I'm his mother. That's who.
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,FOLLOWERS,"Behold His mother! Behold His mother! Hail to thee,
        mother of Brian! Blessed art thou, Hosanna! All praise to thee, now and
        always!"
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,MANDY,"Well-- Now, don't think you can get around me like
        that. He's not coming out, and that's my final word. Now, shove off!"
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,FOLLOWERS,No!
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,MANDY,Did you hear what I said?
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,FOLLOWERS,Yes!
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,MANDY,"Oh, I see. It-- it's like that, is it?"
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,FOLLOWERS,Yes!
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,MANDY,"Ohh. Oh, all right, then. You can see him for one
        minute, but not one second more. Do you understand?"
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,FOLLOWERS,Yes.
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,MANDY,Promise?
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,FOLLOWERS,"Well, all right."
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,MANDY,"All right. Here he is, then. Come on, Brian. Come and
        talk to them."
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,BRIAN,"But, Mum. Judith."
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,MANDY,"Now, leave that Welsh tart alone."
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,BRIAN,"But I don't really want to, Mum."
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,FOLLOWERS,Brian! Brian! Brian!...
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,BRIAN,Good morning.
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,FOLLOWERS,A blessing! A blessing! A blessing!...
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,BRIAN,"No. No, please! Please! Please listen. I've got one or
        two things to say."
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,FOLLOWERS,Tell us. Tell us both of them.
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,BRIAN,"Look. You've got it all wrong. You don't need to follow
        me. You don't need to follow anybody! You've got to think for
        yourselves. You're all individuals!"
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,FOLLOWERS,"Yes, we're all individuals!"
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,BRIAN,You're all different!
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,FOLLOWERS,"Yes, we are all different!"
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,DENNIS,I'm not.
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,ARTHUR,Shhhh.
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,FOLLOWERS,Shh. Shhhh. Shhh.
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,BRIAN,You've all got to work it out for yourselves!
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,FOLLOWERS,Yes! We've got to work it out for ourselves!
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,BRIAN,Exactly!
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,FOLLOWERS,Tell us more!
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,BRIAN,"No! That's the point! Don't let anyone tell you what to
        do! Otherwise-- Ow! No!"
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,MANDY,"Come on, Brian. That's enough. That's enough."
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,FOLLOWERS,Oooooh. That wasn't a minute!
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,MANDY,"Oh, yes, it was."
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,FOLLOWERS,"Oh, no, it wasn't!"
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,MANDY,"Now, stop that, and go away!"
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,YOUTH,Excuse me.
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,MANDY,Yes?
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,YOUTH,Are you a virgin?
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,MANDY,I beg your pardon!
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,YOUTH,"Well, if it's not a personal question, are you a
        virgin?"
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,MANDY,"'If it's not a personal question'? How much more
        personal can you get? Now, piss off!"
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,direction,NULL,slam
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,YOUTH,She is.
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,FOLLOWERS,Yeah. Must be. She is. Definitely...
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,CROWD,Ooh. Oh! Oooh...
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,direction,NULL,clunk
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,REG,"'Morning, Saviour."
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,CROWD,yelling
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,WOMAN,Lay Your hands on me. Quick!
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,FRANCIS,"Now, don't jostle the Chosen One, please."
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,BABY,crying
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,REG,"Don't push that baby in the Saviour's face. You've got
        till later."
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,GREGORY,"I say. I say, could He just see my wife? She has a
        headache."
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,REG,"She'll have to wait, I'm afraid."
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,GREGORY,"It's very bad, and we've got a luncheon appointment."
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,REG,"Look, the lepers are queuing."
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,GREGORY,"Her brother-in-law is the ex-mayor of Bath, you know."
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,REG,"Uh, Brian, can I introduce the gentleman who's letting us
        have the Mounts on Sunday?"
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,MR. PAPADOPOULOS,Hello.
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,FRANCIS,Don't push!
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,REG,"And keep the noise down, please! Those possessed by
        devils, try and keep them under control a bit, can't you? All right.
        Now, those with gifts come forward, please. Incurables, you'll just have
        to wait for a few minutes."
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,MAN,Will he endorse fish?
Life of Brian,20,Individualism Can't Beat a Good Crowd Riot,dialogue,REG,"Ahh, you'll have to speak to your sibling Francis about
        endorsements. Now don't--"
Life of Brian,21,A Fully Trained Suicide Squadron,dialogue,REG,"Line up along there. Now get 'em in two rows, Reg. Ahh--"
Life of Brian,21,A Fully Trained Suicide Squadron,dialogue,OTTO,"Hail, Leader!"
Life of Brian,21,A Fully Trained Suicide Squadron,dialogue,BRIAN,What?
Life of Brian,21,A Fully Trained Suicide Squadron,dialogue,OTTO,"Oh, I-- I'm so sorry. Have you see ze new Leader?"
Life of Brian,21,A Fully Trained Suicide Squadron,dialogue,BRIAN,The what?
Life of Brian,21,A Fully Trained Suicide Squadron,dialogue,OTTO,"The new Leader. I-- I wish to find him and hail him.
        Hail, Leader. See?"
Life of Brian,21,A Fully Trained Suicide Squadron,dialogue,BRIAN,Who are you?
Life of Brian,21,A Fully Trained Suicide Squadron,dialogue,OTTO,"Uh, my name is... Otto."
Life of Brian,21,A Fully Trained Suicide Squadron,dialogue,BRIAN,Oh. Otto.
Life of Brian,21,A Fully Trained Suicide Squadron,dialogue,OTTO,Yes.
Life of Brian,21,A Fully Trained Suicide Squadron,dialogue,BRIAN,"Well, I'm not sure, but I--"
Life of Brian,21,A Fully Trained Suicide Squadron,dialogue,OTTO,"Oh, I grow so impatient, you know. To see the Leader
        that has been promised our people for centuries. The Leader who will
        save Israel by ridding it of the scum of non-Jewish people, sniff
        making it pure! No foreigners; no riff-raff; no gypsies."
Life of Brian,21,A Fully Trained Suicide Squadron,dialogue,BRIAN,Shh! Otto!
Life of Brian,21,A Fully Trained Suicide Squadron,dialogue,OTTO,What? The Leader? Hail Leader!
Life of Brian,21,A Fully Trained Suicide Squadron,dialogue,BRIAN,"No, no; it's dangerous."
Life of Brian,21,A Fully Trained Suicide Squadron,dialogue,OTTO,Oh. Danger? There's no danger. Men!
Life of Brian,21,A Fully Trained Suicide Squadron,direction,NULL,drum march
Life of Brian,21,A Fully Trained Suicide Squadron,dialogue,BRIAN,Yes.
Life of Brian,21,A Fully Trained Suicide Squadron,dialogue,OTTO,"Oh, yes! We are a thoroughly trained suicide squad."
Life of Brian,21,A Fully Trained Suicide Squadron,dialogue,BRIAN,Oh.
Life of Brian,21,A Fully Trained Suicide Squadron,dialogue,OTTO,"Oh, yes! We can commit suicide within twenty seconds."
Life of Brian,21,A Fully Trained Suicide Squadron,dialogue,BRIAN,Twenty seconds?
Life of Brian,21,A Fully Trained Suicide Squadron,dialogue,OTTO,You don't believe me?
Life of Brian,21,A Fully Trained Suicide Squadron,dialogue,BRIAN,Yes.
Life of Brian,21,A Fully Trained Suicide Squadron,dialogue,OTTO,I think you question me.
Life of Brian,21,A Fully Trained Suicide Squadron,dialogue,BRIAN,"No, no, no."
Life of Brian,21,A Fully Trained Suicide Squadron,dialogue,OTTO,I can see you do not believe me.
Life of Brian,21,A Fully Trained Suicide Squadron,dialogue,BRIAN,"No, no. I do."
Life of Brian,21,A Fully Trained Suicide Squadron,dialogue,OTTO,Enough! I'll prove it to you. Squad!
Life of Brian,21,A Fully Trained Suicide Squadron,dialogue,JUDEAN PEOPLE'S FRONT,"Hail, Leader!"
Life of Brian,21,A Fully Trained Suicide Squadron,dialogue,OTTO,Commit... suicide!
Life of Brian,21,A Fully Trained Suicide Squadron,dialogue,CAPTAIN,"Two. Three. One! Two. Three. One! Two. Three. One!
        Two. Three. One!"
Life of Brian,21,A Fully Trained Suicide Squadron,dialogue,J.P.F.,groaning
Life of Brian,21,A Fully Trained Suicide Squadron,dialogue,OTTO,See?
Life of Brian,21,A Fully Trained Suicide Squadron,dialogue,BRIAN,Yes.
Life of Brian,21,A Fully Trained Suicide Squadron,dialogue,OTTO,I think now you'll believe me. Yes?
Life of Brian,21,A Fully Trained Suicide Squadron,dialogue,BRIAN,Yes. Very impressive.
